,drugbank_id,drugbank_tid,CID,mol_id,action
2185,DB00988,BE0000145,681,32049,agonist
2186,DB00988,BE0000581,681,927342,agonist
2187,DB00988,BE0000389,681,291946,agonist
2188,DB00988,BE0000647,681,553260,inducer
2189,DB00988,BE0000138,681,30474,ligand
2190,DB00988,BE0000291,681,189928,binder
2191,DB00988,BE0000650,681,1857143,binder
2192,DB00988,BE0004889,681,30397,agonist
2193,DB00988,BE0004889,681,32049,agonist
2194,DB00988,BE0000486,681,189258,inhibitor
2195,DB00988,BE0000749,681,36433,inhibitor
2196,DB00989,BE0000426,77991,177975,inhibitor
2197,DB00989,BE0002180,77991,1311630,inhibitor
2198,DB00990,BE0002090,60198,179002,inhibitor
2199,DB00991,BE0000017,4614,387018,inhibitor
2200,DB00991,BE0000262,4614,291988,inhibitor
2201,DB00992,BE0000710,157922,31332,other
2202,DB00993,BE0000077,2265,306885,inhibitor
2205,DB00996,BE0000691,3446,179762,inhibitor
2206,DB00996,BE0002226,3446,179758,inhibitor
2207,DB00996,BE0000013,3446,256155,agonist
2208,DB00996,BE0004956,3446,219920,inhibitor
2209,DB00996,BE0004956,3446,558749,inhibitor
2210,DB00996,BE0004956,3446,1899202,inhibitor
2211,DB00996,BE0004956,3446,1196449,inhibitor
2212,DB00996,BE0004956,3446,2444026,inhibitor
2213,DB00996,BE0004956,3446,20372905,inhibitor
2214,DB00996,BE0004956,3446,3025446,inhibitor
2215,DB00997,BE0000742,31703,292830,inhibitor
2216,DB00998,BE0000659,77992,177772,agonist
2217,DB00998,BE0000797,77992,219679,agonist
2218,DB01000,BE0000576,19003,18145626,inhibitor
2219,DB01000,BE0004290,19003,153767,inhibitor
2220,DB01002,BE0000177,92253,4838145,inhibitor
2221,DB01003,BE0000553,2882,537439,inhibitor
2222,DB01003,BE0001191,2882,36178,antagonist
2223,DB01004,BE0000308,3454,59530,inhibitor
2224,DB01004,BE0001403,3454,59524,inducer
2225,DB01005,BE0000325,3657,36065,inhibitor
2226,DB01006,BE0002090,3902,179002,antagonist
2227,DB01007,BE0000233,5482,578119,antagonist
2228,DB01007,BE0000875,5482,1698396,inhibitor
2229,DB01010,BE0000426,3202,177975,inhibitor
2230,DB01010,BE0002180,3202,1311630,inhibitor
2231,DB01011,BE0000731,4174,181333,inhibitor
2232,DB01011,BE0001246,4174,151115,other
2233,DB01012,BE0000509,156419,599820,agonist
2234,DB01013,BE0000794,32798,31680,agonist
2235,DB01014,BE0000215,6335412,1711117,agonist
2236,DB01014,BE0000262,6335412,291988,inhibitor
2237,DB01014,BE0000017,6335412,387018,inhibitor
2238,DB01014,BE0000248,6335412,187193,inhibitor
2239,DB01015,BE0000803,5329,41273,inhibitor
2240,DB01015,BE0000124,5329,146020,inhibitor
2241,DB01016,BE0008670,3488,1374919,blocker
2242,DB01016,BE0008670,3488,1088445,blocker
2243,DB01016,BE0002218,3488,1055026,inhibitor
2244,DB01016,BE0000469,3488,3127176,modulator
2245,DB01016,BE0000703,3488,3873243,inhibitor
2246,DB01016,BE0000119,3488,9247086,inhibitor
2247,DB01016,BE0001195,3488,180332,antagonist
2248,DB01016,BE0004923,3488,1088445,inhibitor
2249,DB01016,BE0000406,3488,755646,inhibitor
2250,DB01017,BE0000127,54675783,535073,inhibitor
2251,DB01017,BE0000019,54675783,42798,inhibitor
2252,DB01017,BE0001051,54675783,307043,modulator
2253,DB01017,BE0000248,54675783,187193,inhibitor
2254,DB01017,BE0000058,54675783,177205,inhibitor
2255,DB01017,BE0000163,54675783,181971,inhibitor
2256,DB01017,BE0000444,54675783,33793,modulator
2257,DB01017,BE0001162,54675783,561666,modulator
2258,DB01017,BE0001009,54675783,181242,modulator
2259,DB01018,BE0000289,3519,178196,agonist
2260,DB01018,BE0000572,3519,178198,binder
2261,DB01019,BE0000560,2370,177990,agonist
2262,DB01020,BE0003578,27661,31671,inducer
2263,DB01022,BE0000403,5284607,184028,inducer
2264,DB01022,BE0000724,5284607,36093,agonist
2265,DB01023,BE0000691,3333,179762,inhibitor
2266,DB01023,BE0002354,3333,300417,inhibitor
2267,DB01023,BE0002359,3333,179764,inhibitor
2268,DB01023,BE0002355,3333,1698403,inhibitor
2269,DB01023,BE0000864,3333,14670397,inhibitor
2270,DB01023,BE0000418,3333,179888,other
2271,DB01023,BE0003565,3333,1151109,inhibitor
2272,DB01023,BE0000668,3333,307166,antagonist
2273,DB01023,BE0003566,3333,36729,other
2274,DB01023,BE0001024,3333,37208,other
2275,DB01024,BE0000761,446541,307067,inhibitor
2276,DB01024,BE0000722,446541,307066,inhibitor
2277,DB01025,BE0001206,2161,1545946,antagonist
2278,DB01025,BE0000885,2161,1694828,antagonist
2279,DB01025,BE0000125,2161,307059,antagonist
2280,DB01025,BE0000689,2161,181942,inhibitor
2281,DB01026,BE0000233,3823,578119,inhibitor
2282,DB01026,BE0000132,3823,178628,binder
2283,DB01026,BE0002090,3823,179002,inhibitor
2284,DB01026,BE0000090,3823,487738,inhibitor
2285,DB01026,BE0000956,3823,3511138,antagonist
2286,DB01029,BE0000062,3749,179122,antagonist
2287,DB01029,BE0001040,3749,386839,other
2288,DB01030,BE0000971,60700,339806,inhibitor
2289,DB01030,BE0000091,60700,15919359,inhibitor
2290,DB01032,BE0001066,4911,3831566,inhibitor
2291,DB01032,BE0000879,4911,7707622,inhibitor
2292,DB01032,BE0003645,4911,4378059,inhibitor
2293,DB01032,BE0003719,4911,3661616,antagonist
2294,DB01033,BE0000077,667490,306885,inhibitor
2295,DB01033,BE0000374,667490,219459,inhibitor
2296,DB01033,BE0004941,667490,307067,inhibitor
2297,DB01033,BE0004941,667490,307066,inhibitor
2302,DB01035,BE0000197,4913,184039,inhibitor
2303,DB01035,BE0000892,4913,1632819,other
2304,DB01035,BE0000090,4913,487738,inhibitor
2305,DB01036,BE0000045,443879,32324,antagonist
2306,DB01036,BE0000560,443879,177990,antagonist
2307,DB01036,BE0000247,443879,177988,antagonist
2308,DB01036,BE0000092,443879,34451,antagonist
2309,DB01036,BE0000405,443879,61970253,antagonist
2310,DB01039,BE0000071,3339,307341,agonist
2311,DB01039,BE0001020,3339,2808657,inhibitor
2312,DB01039,BE0000956,3339,3511138,agonist
2313,DB01043,BE0000641,4054,20372905,antagonist
2314,DB01043,BE0000760,4054,558749,antagonist
2315,DB01043,BE0000417,4054,1899202,antagonist
2316,DB01043,BE0000311,4054,681914,antagonist
2317,DB01043,BE0000756,4054,181432,agonist
2318,DB01043,BE0000365,4054,219920,binder
2319,DB01044,BE0003724,5379,14971465,inhibitor
2320,DB01044,BE0003725,5379,1052803,inhibitor
2321,DB01044,BE0003726,5379,1490399,inhibitor
2322,DB01044,BE0003727,5379,1490399,inhibitor
2323,DB01045,BE0000257,5381226,42818,inhibitor
2324,DB01045,BE0003707,5381226,42814,inhibitor
2325,DB01045,BE0000956,5381226,3511138,agonist
2326,DB01046,BE0000765,157920,2570864,inducer
2327,DB01047,BE0000794,9642,31680,agonist
2328,DB01048,BE0004136,441300,896047,inhibitor
2329,DB01050,BE0000262,3672,291988,inhibitor
2330,DB01050,BE0000017,3672,387018,inhibitor
2331,DB01050,BE0000246,3672,179367,modulator
2332,DB01050,BE0001151,3672,736251,inducer
2333,DB01050,BE0003591,3672,46854681,binder
2334,DB01050,BE0000215,3672,1711117,activator
2335,DB01050,BE0001195,3672,180332,inhibitor
2336,DB01050,BE0000071,3672,307341,activator
2337,DB01050,BE0001025,3672,306793,inducer
2338,DB01050,BE0003756,3672,190668,inducer
2339,DB01054,BE0000691,4507,179762,inhibitor
2340,DB01054,BE0002354,4507,300417,inhibitor
2341,DB01054,BE0000679,4507,306473,inhibitor
2342,DB01054,BE0002359,4507,179764,inhibitor
2343,DB01054,BE0002355,4507,1698403,inhibitor
2344,DB01054,BE0000864,4507,14670397,inhibitor
2345,DB01055,BE0000331,440473,307422,inhibitor
2346,DB01055,BE0001047,440473,307163,inhibitor
2347,DB01055,BE0000252,440473,340037,inhibitor
2348,DB01056,BE0000197,38945,184039,inhibitor
2350,DB01059,BE0000429,4539,1574370,inhibitor
2351,DB01059,BE0000366,4539,1574722,inhibitor
2352,DB01059,BE0000742,4539,292830,inhibitor
2353,DB01061,BE0000576,6479523,18145626,inhibitor
2354,DB01062,BE0000045,4634,32324,antagonist
2355,DB01062,BE0000560,4634,177990,antagonist
2356,DB01062,BE0000092,4634,34451,antagonist
2357,DB01063,BE0000756,17676,181432,antagonist
2358,DB01063,BE0000020,17676,30397,antagonist
2359,DB01064,BE0000172,3779,178200,agonist
2360,DB01064,BE0000694,3779,29371,agonist
2361,DB01064,BE0001012,3779,178896,agonist
2362,DB01064,BE0000923,3779,182191,inducer
2365,DB01067,BE0000207,3478,1374919,inhibitor
2366,DB01067,BE0000215,3478,1711117,agonist
2367,DB01069,BE0000442,4927,510296,antagonist
2368,DB01069,BE0000756,4927,181432,antagonist
2369,DB01069,BE0000092,4927,34451,antagonist
2370,DB01069,BE0000560,4927,177990,antagonist
2371,DB01069,BE0000045,4927,32324,antagonist
2372,DB01069,BE0000405,4927,61970253,antagonist
2373,DB01069,BE0000247,4927,177988,antagonist
2374,DB01069,BE0000501,4927,433201,unknown
2375,DB01069,BE0000451,4927,36431,antagonist
2376,DB01069,BE0000418,4927,179888,inhibitor
2377,DB01069,BE0000112,4927,184088,antagonist
2378,DB01070,BE0000779,5311071,340203,agonist
2379,DB01071,BE0000442,4066,510296,antagonist
2380,DB01073,BE0000325,657237,36065,inhibitor
2381,DB01073,BE0000546,657237,35568,inhibitor
2382,DB01074,BE0000406,4746,755646,inhibitor
2383,DB01074,BE0000179,4746,1041195,inhibitor
2384,DB01075,BE0000442,3100,510296,antagonist
2385,DB01075,BE0000560,3100,177990,antagonist
2386,DB01076,BE0000574,60823,306865,inhibitor
2387,DB01076,BE0000854,60823,535388,inhibitor
2388,DB01076,BE0003721,60823,533324,agonist
2389,DB01077,BE0003567,3305,1109792,inhibitor
2390,DB01077,BE0003569,3305,291868,inhibitor
2391,DB01078,BE0000732,28620,219942,inhibitor
2392,DB01080,BE0000217,5665,3892594,agonist
2393,DB01080,BE0000253,5665,602705,inhibitor
2394,DB01083,BE0000683,3034010,339597,inhibitor
2395,DB01083,BE0003620,3034010,758063,inhibitor
2396,DB01083,BE0000959,3034010,1049053,inhibitor
2397,DB01084,BE0000442,3219,510296,antagonist
2398,DB01085,BE0000045,5910,32324,agonist
2399,DB01085,BE0000092,5910,34451,agonist
2400,DB01085,BE0000560,5910,177990,agonist
2401,DB01085,BE0000405,5910,61970253,agonist
2402,DB01086,BE0000177,2337,4838145,inhibitor
2403,DB01087,BE0000220,4908,190818,inhibitor
2404,DB01088,BE0000475,5311181,495043,agonist
2405,DB01088,BE0000064,5311181,410209,agonist
2406,DB01088,BE0001133,5311181,347120,inducer
2407,DB01088,BE0000487,5311181,347122,inducer
2408,DB01088,BE0002353,5311181,727223,inducer
2409,DB01088,BE0001287,5311181,347130,inducer
2410,DB01088,BE0001088,5311181,339834,other
2411,DB01088,BE0003561,5311181,4204216,agonist
2412,DB01089,BE0000118,8550,292335,inhibitor
2413,DB01090,BE0000411,5850,12053839,antagonist
2414,DB01090,BE0003585,5850,177898,antagonist
2415,DB01090,BE0003584,5850,1458126,antagonist
2416,DB01091,BE0000577,2484,2443316,inhibitor
2417,DB01092,BE0000732,439501,219942,inhibitor
2418,DB01094,BE0000105,72281,4878022,inhibitor
2419,DB01094,BE0000232,72281,414669,antagonist
2420,DB01095,BE0000574,1548972,306865,inhibitor
2421,DB01097,BE0000382,3899,555594,inhibitor
2422,DB01097,BE0003721,3899,533324,agonist
2423,DB01097,BE0000871,3899,988305,antagonist
2424,DB01098,BE0000574,446157,306865,inhibitor
2425,DB01099,BE0000892,3366,1632819,other
2426,DB01099,BE0000021,3366,7537304,inhibitor
2427,DB01100,BE0000756,16362,181432,antagonist
2428,DB01100,BE0000581,16362,927342,antagonist
2429,DB01100,BE0000090,16362,487738,inhibitor
2430,DB01100,BE0000418,16362,179888,inhibitor
2431,DB01101,BE0000324,60953,37479,inhibitor
2435,DB01103,BE0001077,237,3142700,inhibitor
2436,DB01103,BE0000657,237,190007,inhibitor
2437,DB01103,BE0001081,237,780122,inhibitor
2438,DB01104,BE0000749,68617,36433,inhibitor
2439,DB01104,BE0000647,68617,553260,inhibitor
2440,DB01104,BE0004897,68617,1783387,antagonist
2441,DB01106,BE0000442,54385,510296,antagonist
2442,DB01106,BE0000464,54385,3901028,antagonist
2443,DB01112,BE0000576,5479529,18145626,inhibitor
2444,DB01113,BE0000487,4680,347122,inhibitor
2445,DB01113,BE0000631,4680,4958858,inhibitor
2446,DB01114,BE0000442,2725,510296,antagonist
2447,DB01114,BE0000749,2725,36433,inhibitor
2448,DB01114,BE0000486,2725,189258,inhibitor
2449,DB01114,BE0000647,2725,553260,inhibitor
2450,DB01115,BE0000691,4485,179762,inhibitor
2451,DB01115,BE0002354,4485,300417,inhibitor
2452,DB01115,BE0002359,4485,179764,inhibitor
2453,DB01115,BE0002355,4485,1698403,inhibitor
2454,DB01115,BE0000418,4485,179888,inhibitor
2455,DB01115,BE0000781,4485,186663,inhibitor
2456,DB01115,BE0000864,4485,14670397,inhibitor
2458,DB01117,BE0004428,74989,2978420,inhibitor
2459,DB01117,BE0000612,74989,46362265,inhibitor
2460,DB01117,BE0000382,74989,555594,inhibitor
2461,DB01118,BE0000090,2157,487738,inhibitor
2462,DB01118,BE0000172,2157,178200,antagonist
2463,DB01118,BE0000864,2157,14670397,inhibitor
2464,DB01119,BE0000708,3019,1088445,inducer
2465,DB01119,BE0000267,3019,29600,inhibitor
2466,DB01119,BE0000322,3019,179780,inhibitor
2467,DB01119,BE0000732,3019,219942,other
2468,DB01119,BE0000553,3019,537439,other
2469,DB01119,BE0000419,3019,1172161,unknown
2470,DB01120,BE0000207,3475,1374919,binder
2471,DB01120,BE0000163,3475,181971,other
2472,DB01121,BE0000141,4753,12642270,inhibitor
2473,DB01122,BE0000426,2131,177975,inhibitor
2474,DB01123,BE0000048,7099,339641,other
2475,DB01124,BE0000207,5505,1374919,inhibitor
2476,DB01124,BE0000644,5505,529313,inhibitor
2477,DB01125,BE0000403,2197,184028,inhibitor
2478,DB01126,BE0000585,6918296,338469,inhibitor
2479,DB01126,BE0000539,6918296,177767,inhibitor
2480,DB01127,BE0000233,3198,578119,antagonist
2481,DB01127,BE0000956,3198,3511138,agonist
2482,DB01128,BE0000132,2375,178628,antagonist
2483,DB01129,BE0000349,5029,561634,inhibitor
2484,DB01130,BE0000794,6714002,31680,agonist
2487,DB01132,BE0000215,4829,1711117,agonist
2490,DB01136,BE0000172,2585,178200,antagonist
2491,DB01136,BE0000501,2585,433201,antagonist
2492,DB01136,BE0000173,2585,4191346,inhibitor
2493,DB01136,BE0000694,2585,29371,antagonist
2494,DB01136,BE0000163,2585,181971,other
2495,DB01136,BE0000979,2585,179515,other
2496,DB01136,BE0001095,2585,29917,other
2497,DB01136,BE0000090,2585,487738,inhibitor
2498,DB01136,BE0001114,2585,179886,inhibitor
2499,DB01136,BE0000715,2585,177807,antagonist
2500,DB01136,BE0000342,2585,178194,antagonist
2501,DB01136,BE0000572,2585,178198,antagonist
2502,DB01136,BE0000289,2585,178196,antagonist
2503,DB01136,BE0001074,2585,182048,inhibitor
2504,DB01137,BE0000429,149096,1574370,inhibitor
2505,DB01137,BE0000366,149096,1574722,inhibitor
2506,DB01137,BE0000742,149096,292830,inhibitor
2507,DB01138,BE0001069,5342,1764162,inhibitor
2508,DB01138,BE0000785,5342,1835659,inhibitor
2509,DB01138,BE0000956,5342,3511138,activator
2510,DB01142,BE0000442,667468,510296,antagonist
2511,DB01142,BE0000112,667468,184088,antagonist
2512,DB01142,BE0000486,667468,189258,inhibitor
2513,DB01142,BE0000749,667468,36433,inhibitor
2514,DB01142,BE0000451,667468,36431,antagonist
2515,DB01142,BE0000393,667468,475198,antagonist
2516,DB01142,BE0000533,667468,338028,antagonist
2517,DB01142,BE0000092,667468,34451,antagonist
2518,DB01142,BE0000560,667468,177990,antagonist
2519,DB01142,BE0000045,667468,32324,antagonist
2520,DB01142,BE0000405,667468,61970253,antagonist
2521,DB01142,BE0000247,667468,177988,antagonist
2522,DB01142,BE0000501,667468,433201,antagonist
2523,DB01142,BE0000715,667468,177807,antagonist
2524,DB01142,BE0000291,667468,189928,antagonist
2525,DB01142,BE0000289,667468,178196,antagonist
2526,DB01142,BE0000572,667468,178198,antagonist
2527,DB01142,BE0000342,667468,178194,antagonist
2528,DB01142,BE0000756,667468,181432,antagonist
2529,DB01142,BE0000945,667468,1162924,binder
2530,DB01142,BE0000146,667468,10241847,binder
2531,DB01142,BE0000090,667468,487738,inhibitor
2532,DB01143,BE0000896,2141,178428,inducer
2533,DB01143,BE0000457,2141,189650,inducer
2534,DB01144,BE0000322,3038,179780,inhibitor
2535,DB01144,BE0000267,3038,29600,inhibitor
2536,DB01144,BE0000535,3038,179791,inhibitor
2537,DB01144,BE0003629,3038,28192445,inhibitor
2538,DB01144,BE0003625,3038,189053812,inhibitor
2540,DB01146,BE0000442,3103,510296,antagonist
2541,DB01146,BE0000647,3103,553260,inhibitor
2542,DB01148,BE0000560,3354,177990,antagonist
2543,DB01148,BE0000092,3354,34451,antagonist
2544,DB01150,BE0000142,5281006,14973165,inhibitor
2545,DB01151,BE0000486,2995,189258,inhibitor
2546,DB01151,BE0000749,2995,36433,inhibitor
2547,DB01151,BE0000451,2995,36431,antagonist
2548,DB01151,BE0000694,2995,29371,antagonist
2549,DB01151,BE0000172,2995,178200,other
2550,DB01151,BE0000973,2995,179095,inhibitor
2551,DB01151,BE0000442,2995,510296,antagonist
2552,DB01151,BE0004863,2995,433201,antagonist
2553,DB01151,BE0004863,2995,177807,antagonist
2554,DB01151,BE0000092,2995,34451,antagonist
2555,DB01151,BE0000560,2995,177990,antagonist
2556,DB01151,BE0000045,2995,32324,antagonist
2557,DB01151,BE0000405,2995,61970253,antagonist
2558,DB01151,BE0000247,2995,177988,antagonist
2559,DB01151,BE0000291,2995,189928,binder
2560,DB01151,BE0000533,2995,338028,binder
2561,DB01151,BE0000756,2995,181432,binder
2562,DB01151,BE0004864,2995,178196,binder
2563,DB01151,BE0004864,2995,178198,binder
2564,DB01151,BE0004864,2995,178194,binder
2565,DB01153,BE0000233,65863,578119,inhibitor
2566,DB01155,BE0000429,9571107,1574370,inhibitor
2567,DB01155,BE0000366,9571107,1574722,inhibitor
2568,DB01156,BE0000647,444,553260,inhibitor
2569,DB01156,BE0000486,444,189258,inhibitor
2570,DB01156,BE0003585,444,177898,antagonist
2571,DB01157,BE0000330,5583,182724,inhibitor
2578,DB01162,BE0000501,5401,433201,antagonist
2579,DB01162,BE0000715,5401,177807,antagonist
2580,DB01162,BE0000090,5401,487738,inhibitor
2581,DB01162,BE0000462,5401,11878259,inhibitor
2582,DB01162,BE0000699,5401,4104136,inhibitor
2583,DB01165,BE0000429,4583,1574370,inhibitor
2584,DB01165,BE0000366,4583,1574722,inhibitor
2585,DB01165,BE0000742,4583,292830,inhibitor
2586,DB01166,BE0000436,2754,38201493,inhibitor
2587,DB01167,BE0000875,55283,1698396,inhibitor
2588,DB01167,BE0000690,55283,755693,inhibitor
2589,DB01168,BE0004909,4915,187353,inhibitor
2590,DB01168,BE0004909,4915,398415,inhibitor
2591,DB01169,BE0001154,261004,2599558,inducer
2592,DB01169,BE0001979,261004,1237038,inhibitor
2593,DB01169,BE0001040,261004,386839,inducer
2594,DB01169,BE0001027,261004,35632,antagonist
2595,DB01169,BE0001062,261004,31221,inducer
2596,DB01169,BE0000923,261004,182191,inducer
2597,DB01169,BE0000428,261004,190828,inducer
2598,DB01170,BE0000486,3518,189258,inducer
2599,DB01171,BE0002198,4235,187353,antagonist
2600,DB01171,BE0002198,4235,187353,inhibitor
2601,DB01171,BE0004909,4235,187353,antagonist
2602,DB01171,BE0004909,4235,398415,antagonist
2603,DB01171,BE0002196,4235,398415,antagonist
2604,DB01173,BE0000396,4601,2444026,antagonist
2605,DB01173,BE0000365,4601,219920,antagonist
2606,DB01173,BE0000534,4601,3025446,antagonist
2607,DB01173,BE0000641,4601,20372905,antagonist
2608,DB01173,BE0000442,4601,510296,antagonist
2609,DB01173,BE0000486,4601,189258,inhibitor
2610,DB01173,BE0000177,4601,4838145,inhibitor
2611,DB01174,BE0000795,4763,31631,potentiator
2612,DB01174,BE0000849,4763,755648,antagonist
2613,DB01174,BE0002341,4763,496607,antagonist
2614,DB01174,BE0000829,4763,493134,antagonist
2615,DB01174,BE0000826,4763,790532,antagonist
2616,DB01174,BE0004956,4763,219920,antagonist
2617,DB01174,BE0004956,4763,558749,antagonist
2618,DB01174,BE0004956,4763,1899202,antagonist
2619,DB01174,BE0004956,4763,1196449,antagonist
2620,DB01174,BE0004956,4763,2444026,antagonist
2621,DB01174,BE0004956,4763,20372905,antagonist
2622,DB01174,BE0004956,4763,3025446,antagonist
2623,DB01174,BE0000956,4763,3511138,activator
2624,DB01175,BE0000749,146570,36433,inhibitor
2625,DB01175,BE0000647,146570,553260,inhibitor
2626,DB01175,BE0000486,146570,189258,inhibitor
2627,DB01175,BE0000501,146570,433201,antagonist
2628,DB01175,BE0000092,146570,34451,antagonist
2629,DB01175,BE0000442,146570,510296,antagonist
2630,DB01176,BE0000442,6726,510296,antagonist
2631,DB01176,BE0000951,6726,488283,inhibitor
2632,DB01177,BE0000742,42890,292830,inhibitor
2633,DB01179,BE0000742,10607,292830,inhibitor
2634,DB01179,BE0001391,10607,32015,inhibitor
2635,DB01179,BE0000143,10607,338695,inhibitor
2636,DB01180,BE0000221,32681,178286,inhibitor
2637,DB01182,BE0000197,4932,184039,inhibitor
2638,DB01182,BE0000090,4932,487738,inhibitor
2639,DB01182,BE0000172,4932,178200,antagonist
2640,DB01182,BE0000694,4932,29371,antagonist
2641,DB01188,BE0000732,2749,219942,binder
2664,DB01193,BE0000172,1978,178200,agonist
2665,DB01193,BE0000694,1978,29371,agonist
2666,DB01194,BE0000322,68844,179780,inhibitor
2667,DB01194,BE0000267,68844,29600,inhibitor
2668,DB01194,BE0000535,68844,179791,inhibitor
2669,DB01194,BE0003626,68844,306483,inhibitor
2670,DB01194,BE0003625,68844,189053812,inhibitor
2671,DB01196,BE0001100,259331,409875,antagonist
2672,DB01196,BE0001169,259331,1790878,antagonist
2673,DB01196,BE0000123,259331,31234,agonist
2674,DB01196,BE0000792,259331,2911152,other
2675,DB01197,BE0000221,44093,178286,inhibitor
2676,DB01197,BE0000642,44093,180671,inhibitor
2677,DB01197,BE0000058,44093,177205,inhibitor
2678,DB01197,BE0001680,44093,976396,inhibitor
2679,DB01198,BE0000795,5735,31631,potentiator
2680,DB01198,BE0000381,5735,386422,potentiator
2681,DB01198,BE0000523,5735,386424,potentiator
2682,DB01198,BE0000471,5735,182916,potentiator
2683,DB01198,BE0000736,5735,306883,agonist
2684,DB01199,BE0000738,6000,1458110,antagonist
2685,DB01199,BE0000311,6000,681914,antagonist
2686,DB01199,BE0000426,6000,177975,inhibitor
2687,DB01200,BE0000756,31101,181432,agonist
2688,DB01200,BE0000581,31101,927342,agonist
2689,DB01200,BE0000659,31101,177772,agonist
2690,DB01200,BE0000289,31101,178196,agonist
2691,DB01200,BE0000291,31101,189928,agonist
2692,DB01200,BE0000342,31101,178194,agonist
2693,DB01200,BE0000572,31101,178198,agonist
2694,DB01200,BE0000393,31101,475198,agonist
2695,DB01200,BE0000389,31101,291946,antagonist
2696,DB01200,BE0000451,31101,36431,agonist
2697,DB01200,BE0000797,31101,219679,agonist
2698,DB01200,BE0000533,31101,338028,agonist
2699,DB01200,BE0000145,31101,32049,agonist
2700,DB01200,BE0000020,31101,30397,agonist
2701,DB01200,BE0000501,31101,433201,antagonist
2702,DB01200,BE0000501,31101,433201,agonist
2703,DB01200,BE0000715,31101,177807,agonist
2704,DB01200,BE0000650,31101,1857143,antagonist
2705,DB01202,BE0000993,5284583,40788343,agonist
2706,DB01202,BE0002226,5284583,179758,inhibitor
2707,DB01203,BE0000172,39147,178200,antagonist
2708,DB01203,BE0000694,39147,29371,antagonist
2709,DB01204,BE0000742,4212,292830,inhibitor
2710,DB01205,BE0000795,3373,31631,antagonist
2711,DB01205,BE0003592,3373,31637,antagonist
2712,DB01205,BE0000471,3373,182916,antagonist
2713,DB01205,BE0004797,3373,31631,positive modulator
2714,DB01205,BE0004797,3373,386422,positive modulator
2715,DB01205,BE0004797,3373,386424,positive modulator
2716,DB01205,BE0004797,3373,905393,positive modulator
2717,DB01205,BE0004797,3373,182916,positive modulator
2718,DB01205,BE0004797,3373,1470364,positive modulator
2719,DB01205,BE0004797,3373,31635,positive modulator
2720,DB01205,BE0004797,3373,455946,positive modulator
2721,DB01205,BE0004797,3373,182925,positive modulator
2722,DB01205,BE0004797,3373,2388693,positive modulator
2723,DB01205,BE0004797,3373,1857126,positive modulator
2724,DB01205,BE0004797,3373,193783776,positive modulator
2725,DB01205,BE0004797,3373,31637,positive modulator
2726,DB01205,BE0004797,3373,1754749,positive modulator
2727,DB01205,BE0004797,3373,2197001,positive modulator
2728,DB01205,BE0004797,3373,7861736,positive modulator
2729,DB01206,BE0004003,3950,12274941,antagonist
2730,DB01207,BE0000759,5362391,533326,antagonist
2731,DB01207,BE0001893,5362391,338704,inhibitor
2732,DB01208,BE0000429,60464,1574370,inhibitor
2733,DB01208,BE0000366,60464,1574722,inhibitor
2734,DB01208,BE0000742,60464,292830,inhibitor
2735,DB01209,BE0000770,3033053,452073,agonist
2736,DB01209,BE0000632,3033053,532060,antagonist
2737,DB01210,BE0000694,39468,29371,antagonist
2738,DB01210,BE0000172,39468,178200,antagonist
2739,DB01211,BE0000743,84029,24054563,inhibitor
2740,DB01212,BE0003624,5479530,984233,inhibitor
2741,DB01214,BE0000694,31477,29371,antagonist
2742,DB01214,BE0000172,31477,178200,antagonist
2743,DB01216,BE0000585,57363,338469,inhibitor
2744,DB01216,BE0000539,57363,177767,inhibitor
2745,DB01216,BE0003610,57363,431857,inhibitor
2746,DB01217,BE0002090,2187,179002,inhibitor
2747,DB01218,BE0000090,37393,487738,inhibitor
2748,DB01218,BE0001694,37393,858754,inhibitor
2749,DB01219,BE0000739,6914273,337722,antagonist
2750,DB01220,BE0000257,6436173,42818,inhibitor
2751,DB01220,BE0000956,6436173,3511138,agonist
2752,DB01222,BE0000794,5281004,31680,antagonist
2753,DB01223,BE0000436,9433,38201493,inhibitor
2754,DB01223,BE0000013,9433,256155,antagonist
2755,DB01223,BE0000354,9433,349449,antagonist
2756,DB01223,BE0002366,9433,1667394,activator
2757,DB01224,BE0000451,5002,36431,antagonist
2758,DB01224,BE0000756,5002,181432,antagonist
2759,DB01224,BE0000291,5002,189928,antagonist
2760,DB01224,BE0000797,5002,219679,other
2761,DB01224,BE0000659,5002,177772,other
2762,DB01224,BE0000476,5002,177774,other
2763,DB01224,BE0000533,5002,338028,antagonist
2764,DB01224,BE0000311,5002,681914,other
2765,DB01224,BE0000945,5002,1162924,other
2766,DB01224,BE0000650,5002,1857143,antagonist
2767,DB01224,BE0000020,5002,30397,antagonist
2768,DB01224,BE0000145,5002,32049,antagonist
2769,DB01224,BE0000581,5002,927342,antagonist
2770,DB01224,BE0000389,5002,291946,antagonist
2771,DB01224,BE0000442,5002,510296,antagonist
2772,DB01224,BE0000501,5002,433201,antagonist
2773,DB01224,BE0000715,5002,177807,antagonist
2774,DB01224,BE0000289,5002,178196,antagonist
2775,DB01224,BE0000572,5002,178198,antagonist
2776,DB01224,BE0000342,5002,178194,antagonist
2777,DB01224,BE0000092,5002,34451,antagonist
2778,DB01224,BE0000560,5002,177990,antagonist
2779,DB01224,BE0000045,5002,32324,antagonist
2780,DB01224,BE0000405,5002,61970253,antagonist
